סבב בחירות,שם ישוב,סמל ישוב,סמל קלפי,בזב,מצביעים,כשרים,פסולים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
2006,ראשון לציון,8300,340,639,383,383,0,63,10,0,0,0,0,0,34,2,15,0,0,103,0,38,48,9,0,1,2,0,0,0,0,0,0,0,6,0,3,49
2006,ראשון לציון,8300,350,598,369,362,7,37,5,1,0,0,0,2,35,0,32,0,0,97,0,79,39,4,0,1,0,0,0,1,0,0,0,0,4,0,2,23
2006,ראשון לציון,8300,360,638,362,353,9,44,3,0,0,0,0,0,30,1,19,0,1,105,0,44,44,3,0,0,1,0,0,0,0,0,0,0,2,0,6,50
2006,ראשון לציון,8300,370,769,397,383,14,58,5,0,0,0,0,0,40,1,12,3,2,111,0,69,52,11,1,0,1,1,0,0,0,0,1,0,2,0,3,10
2006,ראשון לציון,8300,380,694,378,373,5,54,2,1,0,0,1,0,63,2,9,3,4,95,0,58,46,11,0,0,4,0,1,0,0,0,1,0,4,0,6,8
2006,ראשון לציון,8300,390,594,270,265,5,26,4,0,0,0,0,1,12,2,4,0,0,67,0,46,44,4,0,0,2,0,0,0,0,0,0,1,6,0,6,40
2006,ראשון לציון,8300,400,696,415,409,6,78,5,0,0,0,0,0,53,2,11,0,0,118,0,52,49,11,0,0,3,0,0,0,0,0,1,0,3,0,9,14
2006,ראשון לציון,8300,410,669,371,363,8,43,3,1,0,0,0,0,34,2,13,0,1,123,0,73,31,9,3,1,1,0,0,2,0,0,2,0,4,0,6,11
2006,ראשון לציון,8300,420,776,466,457,9,42,8,0,0,0,0,0,54,4,16,0,2,123,0,112,57,4,1,0,1,0,0,0,0,0,2,3,6,0,4,18
2006,ראשון לציון,8300,430,713,388,382,6,35,4,0,0,2,0,1,54,2,10,1,2,121,0,65,47,6,0,0,2,0,0,1,0,1,0,1,3,0,5,19
2006,ראשון לציון,8300,440,799,498,487,11,61,14,0,0,0,2,0,59,2,13,1,2,152,1,82,46,7,0,0,2,0,0,0,0,0,1,1,7,0,7,27
2006,ראשון לציון,8300,450,533,314,305,9,37,1,0,0,2,1,1,36,0,4,1,0,97,0,62,29,13,1,0,2,0,0,0,0,0,0,1,1,0,4,12
2006,ראשון לציון,8300,460,491,313,302,11,37,4,0,0,0,0,0,28,0,13,0,1,77,0,11,70,0,0,0,0,0,0,0,0,0,0,0,1,0,4,56
2006,ראשון לציון,8300,470,397,272,270,2,36,5,0,0,0,0,0,27,0,21,0,0,83,0,26,37,10,0,0,1,0,0,0,0,0,0,0,5,0,5,14
2006,ראשון לציון,8300,480,587,330,325,5,59,2,0,0,2,0,0,33,1,15,0,1,91,0,51,38,12,0,0,2,0,0,0,1,2,0,0,2,0,7,6
2006,ראשון לציון,8300,490,680,433,427,6,60,2,1,0,0,0,0,40,1,23,1,2,181,0,41,38,8,0,0,2,0,0,0,0,0,0,0,2,0,8,17
2006,ראשון לציון,8300,500,483,273,271,2,49,1,0,0,0,0,0,20,0,7,0,3,91,0,12,36,6,0,0,0,0,0,0,0,0,0,0,7,0,3,36
2006,ראשון לציון,8300,510,719,529,524,5,64,2,0,0,0,1,0,66,3,17,0,0,230,0,25,46,19,0,0,12,0,2,0,0,0,0,0,7,0,12,18
2006,ראשון לציון,8300,520,660,352,344,8,50,2,0,0,0,0,11,28,0,14,0,0,77,1,41,42,3,0,0,0,0,0,0,0,0,1,1,6,0,4,63
2006,ראשון לציון,8300,530,466,285,282,3,49,2,0,0,0,0,0,33,0,20,1,4,57,1,13,26,4,0,0,1,1,0,1,0,0,0,0,2,0,4,63
2006,ראשון לציון,8300,540,608,342,339,3,49,2,0,0,1,0,0,26,2,14,0,1,85,0,25,42,12,0,0,3,0,0,0,0,0,1,0,11,0,3,62
2006,ראשון לציון,8300,550,742,429,423,6,57,3,0,0,0,0,0,49,1,25,1,3,97,0,20,57,3,0,0,1,0,1,3,0,0,0,2,8,0,1,91
2006,ראשון לציון,8300,560,722,406,399,7,42,6,0,0,0,0,0,29,0,20,1,2,60,0,30,65,6,0,0,2,0,0,0,0,1,0,0,5,0,6,124
2006,ראשון לציון,8300,570,735,409,402,7,26,6,0,0,0,0,0,38,0,54,0,2,73,0,25,63,2,0,0,3,0,0,0,0,0,2,0,1,0,3,104
2006,ראשון לציון,8300,580,670,372,368,4,49,9,1,0,0,0,1,24,0,31,0,3,63,0,6,69,2,0,0,2,2,0,0,0,0,1,2,6,0,4,93
2006,ראשון לציון,8300,590,568,367,364,3,58,5,1,0,0,0,0,36,2,19,0,3,104,0,24,45,13,0,0,2,0,0,0,0,0,0,0,2,0,5,45
2006,ראשון לציון,8300,600,646,378,375,3,36,0,0,0,0,0,0,20,1,53,0,3,90,0,20,71,6,0,0,3,0,0,0,0,0,0,0,2,0,6,64
2006,ראשון לציון,8300,610,465,266,261,5,13,6,0,0,0,0,0,17,0,18,0,3,75,0,55,38,1,0,0,1,0,0,0,0,0,0,1,3,0,5,25
2006,ראשון לציון,8300,620,686,393,367,26,32,18,0,0,0,0,1,34,3,22,0,1,83,0,90,34,8,0,0,1,0,0,0,0,0,1,1,5,0,4,29
2006,ראשון לציון,8300,630,550,313,311,2,33,3,1,0,0,1,0,23,0,18,1,0,83,0,60,51,5,0,0,2,1,0,0,0,0,0,1,2,0,4,22
2006,ראשון לציון,8300,640,619,365,361,4,47,10,0,0,0,0,2,40,1,18,0,3,78,0,69,50,5,0,0,0,0,1,0,0,0,0,0,3,0,2,32
2006,ראשון לציון,8300,650,603,327,321,6,42,3,0,0,0,0,2,42,2,14,2,1,104,0,47,23,12,0,0,1,0,0,0,0,0,0,2,3,0,6,15
2006,ראשון לציון,8300,660,566,326,318,8,54,1,0,0,0,0,0,29,1,11,0,6,88,1,53,35,11,0,0,0,0,0,0,0,0,0,0,0,0,7,21
2006,ראשון לציון,8300,670,601,357,342,15,21,7,1,0,0,0,3,29,1,12,4,1,88,0,91,35,5,0,0,2,1,0,1,0,0,1,4,5,0,10,20
2006,ראשון לציון,8300,680,731,491,484,7,69,4,0,0,0,0,1,51,2,40,0,7,171,0,29,46,21,1,0,6,0,0,0,0,0,1,0,8,0,6,21
2006,ראשון לציון,8300,690,715,425,420,5,45,3,0,0,1,0,1,68,2,18,0,0,102,0,60,60,8,0,0,2,0,0,0,0,0,0,1,9,0,11,29
2006,ראשון לציון,8300,700,532,360,355,5,50,2,0,1,0,0,0,27,2,39,0,0,106,1,49,36,6,0,0,2,0,0,0,0,0,1,0,8,0,6,19
2006,ראשון לציון,8300,710,610,379,374,5,66,2,0,0,0,0,0,35,2,41,1,2,90,0,53,28,15,0,0,2,0,0,0,0,0,1,0,5,0,7,24
2006,ראשון לציון,8300,720,666,432,425,7,53,2,0,0,0,0,1,42,0,65,0,3,136,0,16,50,11,0,1,3,0,0,0,0,0,0,1,2,0,6,33
2006,ראשון לציון,8300,730,723,478,474,4,71,1,0,0,0,0,2,66,5,36,0,1,172,0,22,44,20,0,0,2,0,0,0,0,0,0,2,9,0,13,8
2006,ראשון לציון,8300,740,654,419,417,2,62,5,0,0,0,0,0,33,0,12,2,0,153,0,31,60,17,0,0,3,0,0,0,0,0,0,1,4,0,19,15
2006,ראשון לציון,8300,750,551,330,328,2,54,0,0,0,0,0,0,43,1,8,1,3,120,0,33,30,9,0,0,3,1,0,0,0,3,0,0,6,1,4,8
2006,ראשון לציון,8300,760,559,314,310,4,59,0,2,0,0,0,1,41,2,9,1,5,88,0,47,32,8,0,0,2,0,0,1,0,0,1,0,4,0,4,3
2006,ראשון לציון,8300,770,643,368,366,2,69,2,0,0,0,0,1,47,2,10,2,4,105,1,42,43,13,0,0,2,0,0,0,0,0,0,2,3,0,4,14
2006,ראשון לציון,8300,780,642,420,419,1,75,2,0,0,1,0,0,42,1,8,1,2,180,0,35,35,12,0,0,3,0,0,0,0,0,0,0,5,0,10,7
2006,ראשון לציון,8300,790,616,339,337,2,67,2,0,0,0,0,0,47,1,9,1,0,101,0,38,36,14,0,0,2,0,0,2,0,0,1,0,4,0,1,11
2006,ראשון לציון,8300,800,666,351,346,5,48,4,0,0,0,0,7,34,0,5,0,3,90,1,72,32,12,0,0,3,0,0,0,0,0,0,0,9,0,6,20
2006,ראשון לציון,8300,810,561,332,328,4,49,2,0,0,0,1,1,28,0,7,0,0,124,1,46,26,8,1,0,2,0,0,1,0,0,0,0,5,0,5,21
2006,ראשון לציון,8300,820,674,381,372,9,65,1,0,0,0,1,1,36,1,8,1,2,153,0,38,25,7,0,0,1,1,0,1,1,0,1,0,5,0,8,15
2006,ראשון לציון,8300,830,535,369,366,3,76,1,0,0,0,0,1,41,1,17,0,1,117,0,27,32,26,0,0,1,0,0,1,0,0,0,1,5,0,7,11
2006,ראשון לציון,8300,840,719,432,423,9,81,3,0,0,1,0,0,68,2,3,3,3,128,0,41,38,20,0,0,3,0,0,0,0,0,0,0,6,0,11,12
2006,ראשון לציון,8300,850,588,349,343,6,65,1,0,0,0,0,0,46,1,2,0,1,113,1,54,31,10,2,0,1,0,0,0,0,0,0,0,4,0,6,5
2006,ראשון לציון,8300,860,547,319,314,5,53,2,0,0,0,0,0,34,0,14,0,2,85,0,51,36,11,0,0,3,0,0,0,0,0,0,1,2,0,5,15
2006,ראשון לציון,8300,870,469,285,281,4,50,0,0,0,0,0,0,32,1,8,0,0,93,0,56,25,3,0,0,1,0,0,0,0,0,0,0,3,0,3,6
2006,ראשון לציון,8300,880,471,305,302,3,53,3,0,0,2,0,0,21,2,21,3,0,95,0,38,36,9,0,0,1,0,0,1,0,0,0,0,4,0,4,9
2006,ראשון לציון,8300,890,696,421,421,0,68,1,0,0,0,0,0,41,2,12,0,0,150,0,62,40,18,0,0,2,0,0,0,0,0,1,3,4,0,10,7
2006,ראשון לציון,8300,900,480,288,284,4,21,3,0,0,0,0,0,42,3,10,0,2,107,0,11,45,1,0,0,5,0,0,1,0,0,0,0,5,0,10,18
2006,ראשון לציון,8300,910,699,467,464,3,84,2,0,0,0,0,0,51,0,15,0,1,199,0,7,37,28,0,0,3,0,0,0,0,0,1,1,13,1,8,13
2006,ראשון לציון,8300,920,575,353,348,5,44,0,0,0,0,0,1,28,1,6,0,2,144,0,46,35,14,1,0,1,0,0,3,0,0,0,0,5,0,4,13
2006,ראשון לציון,8300,930,614,309,303,6,34,3,0,0,0,0,0,46,0,5,0,1,103,0,50,21,7,0,0,1,0,0,0,0,0,2,2,4,0,5,19
2006,ראשון לציון,8300,940,565,405,398,7,77,0,0,0,0,0,1,61,4,11,0,0,140,0,17,38,23,0,0,3,0,0,0,0,0,0,0,7,0,11,5
2006,ראשון לציון,8300,950,601,333,319,14,35,5,0,0,1,0,50,20,7,6,2,0,59,1,39,31,3,0,0,3,0,1,0,0,0,3,2,3,0,4,44
2006,ראשון לציון,8300,960,608,315,306,9,19,15,0,0,0,0,33,14,0,12,0,2,69,0,41,37,1,0,0,1,0,1,0,0,0,0,0,4,0,4,53
2006,ראשון לציון,8300,970,619,457,455,2,90,1,0,0,0,0,0,48,2,13,1,0,208,0,13,39,7,0,0,2,0,0,0,0,0,0,0,6,0,7,18
2006,ראשון לציון,8300,980,595,280,280,0,25,4,0,0,0,0,40,13,0,14,0,1,58,0,46,26,3,0,0,0,1,0,0,0,0,0,0,7,1,4,37
2006,ראשון לציון,8300,990,604,367,362,5,57,2,0,0,0,0,1,33,1,13,0,4,107,0,73,32,13,0,0,1,0,0,1,0,0,0,0,3,0,14,7
2006,ראשון לציון,8300,1000,541,321,314,7,49,0,1,0,1,0,0,37,1,6,1,4,89,1,63,36,12,0,0,0,0,0,0,0,0,0,1,2,0,5,5
2006,ראשון לציון,8300,1010,644,344,335,9,51,4,0,0,1,0,0,37,2,19,0,1,111,0,43,33,2,0,0,2,1,0,0,0,0,0,1,6,0,8,13
2006,ראשון לציון,8300,1020,668,389,379,10,47,3,0,0,0,0,0,51,1,4,2,0,117,0,70,39,7,0,0,4,0,0,0,0,0,0,0,8,0,11,15
2006,ראשון לציון,8300,1030,670,410,403,7,57,1,1,0,0,0,0,55,3,8,0,2,127,0,48,52,20,0,0,3,0,0,0,0,0,0,2,6,0,8,10
2006,ראשון לציון,8300,1040,630,427,422,5,75,3,0,0,0,0,1,51,4,25,1,0,133,0,39,46,19,0,0,5,0,0,0,0,0,0,1,3,1,5,10
2006,ראשון לציון,8300,1050,520,307,300,7,43,1,0,0,0,0,0,49,0,8,3,0,91,0,61,19,10,0,0,1,0,0,0,1,0,0,1,0,0,4,8
2006,ראשון לציון,8300,1060,715,384,373,11,70,1,0,0,0,0,0,46,0,10,0,3,128,0,50,21,9,1,0,4,0,0,0,0,0,0,2,6,0,9,13
2006,ראשון לציון,8300,1070,708,417,416,1,63,3,0,0,0,1,0,65,1,17,0,1,153,0,42,26,19,1,0,2,0,0,1,0,0,1,1,7,0,7,5
2006,ראשון לציון,8300,1080,732,458,456,2,68,3,0,0,0,0,0,60,4,14,3,0,160,0,56,32,19,0,0,5,0,0,0,1,0,0,0,9,0,12,10
2006,ראשון לציון,8300,1090,735,427,423,4,62,1,0,1,0,1,0,47,0,8,1,0,104,0,100,55,15,0,0,1,0,0,0,0,0,0,0,3,0,5,19
2006,ראשון לציון,8300,1100,573,415,410,5,89,0,0,1,0,0,0,51,3,18,0,0,156,0,13,40,23,0,0,2,0,0,0,0,0,0,1,2,0,9,2
2006,ראשון לציון,8300,1110,516,325,320,5,46,5,0,0,1,0,0,44,0,10,0,0,110,0,38,27,11,0,0,0,0,0,0,0,0,0,0,5,0,7,16
2006,ראשון לציון,8300,1120,689,390,377,13,68,4,0,1,0,1,1,29,2,10,0,0,116,0,51,27,20,1,0,4,1,0,0,0,0,0,2,3,0,20,16
2006,ראשון לציון,8300,1130,602,348,340,8,66,2,0,0,0,0,0,38,1,11,0,2,121,0,33,24,15,0,0,2,0,0,0,0,0,0,0,4,0,5,16
2006,ראשון לציון,8300,1140,607,310,303,7,61,0,1,0,1,0,0,37,4,7,0,0,96,0,33,28,10,2,0,1,0,0,0,0,0,0,0,4,0,9,9
2006,ראשון לציון,8300,1150,566,314,308,6,48,5,0,0,0,1,0,49,1,5,0,0,96,0,35,37,11,0,0,0,0,0,0,0,0,1,0,3,0,5,11
2006,ראשון לציון,8300,1160,591,277,271,6,30,8,1,0,0,0,0,44,0,8,0,0,76,0,54,25,5,0,0,0,0,0,0,0,0,0,0,3,0,10,7
2006,ראשון לציון,8300,1170,605,342,329,13,49,1,0,0,0,1,0,39,1,15,0,0,94,0,49,35,14,0,0,0,0,0,0,0,0,0,1,4,0,15,11
2006,ראשון לציון,8300,1180,595,327,323,4,54,5,0,0,0,0,0,31,0,5,0,1,107,0,46,0,32,16,0,0,2,1,0,0,0,2,0,0,3,5,13
2006,ראשון לציון,8300,1190,676,391,383,8,67,0,0,0,0,0,0,41,0,9,1,1,132,0,53,40,7,1,0,0,0,0,0,0,0,1,2,5,0,15,8
2006,ראשון לציון,8300,1200,747,399,395,4,55,8,0,0,0,0,1,45,0,9,2,2,127,0,87,30,8,0,0,0,0,0,0,0,0,0,1,6,0,5,9
2006,ראשון לציון,8300,1210,586,293,285,8,30,8,0,0,0,0,2,20,0,14,0,1,89,0,63,19,4,0,0,0,1,0,0,0,0,0,0,3,0,6,25
2006,ראשון לציון,8300,1220,674,375,368,7,39,5,0,0,1,1,0,30,3,14,0,1,117,2,79,34,3,0,0,0,0,0,0,0,0,0,1,7,0,3,28
2006,ראשון לציון,8300,1230,556,308,307,1,41,4,0,0,1,0,3,29,0,18,1,1,100,0,35,35,15,0,0,0,0,0,0,0,0,0,1,5,0,1,17
2006,ראשון לציון,8300,1240,699,474,471,3,80,2,0,0,0,0,1,49,2,6,1,0,144,0,63,68,13,0,0,1,0,2,0,0,0,0,0,5,0,17,17
2006,ראשון לציון,8300,1250,545,306,292,14,42,6,0,0,0,0,0,30,2,13,1,4,80,0,52,34,0,0,0,0,0,0,0,0,0,1,1,2,0,1,23
2006,ראשון לציון,8300,1260,720,439,424,15,58,4,2,0,1,0,0,60,2,19,0,2,121,0,67,43,16,1,0,1,0,0,0,0,0,1,1,7,0,2,16
2006,ראשון לציון,8300,1270,680,423,418,5,38,0,3,1,0,0,7,24,2,7,1,0,132,0,116,48,8,0,0,1,3,0,0,0,0,0,0,4,0,5,18
2006,ראשון לציון,8300,1280,752,434,426,8,49,4,1,0,1,0,1,45,1,24,0,5,121,0,84,53,8,0,0,0,0,0,0,0,0,0,0,6,1,2,20
2006,ראשון לציון,8300,1290,801,465,453,12,54,6,0,0,0,0,2,39,1,21,0,2,100,0,88,52,5,0,0,4,0,0,2,0,0,0,2,3,0,5,67
2006,ראשון לציון,8300,1300,763,473,466,7,45,7,0,0,1,0,3,32,4,10,2,1,139,0,113,62,9,0,0,2,2,0,0,0,0,0,2,6,0,10,16
2006,ראשון לציון,8300,1310,599,379,374,5,84,4,0,0,0,0,0,40,2,12,0,1,116,0,40,33,8,0,0,2,0,0,0,0,0,0,1,7,0,12,12
2006,ראשון לציון,8300,1320,626,335,331,4,54,1,0,0,0,1,0,40,4,9,2,5,89,0,55,39,5,0,0,3,0,0,0,0,0,0,0,6,0,9,9
2006,ראשון לציון,8300,1330,801,510,500,10,68,4,0,0,0,0,3,66,2,44,0,0,150,0,59,43,8,1,0,1,2,0,2,1,0,3,0,5,0,9,29
2006,ראשון לציון,8300,1340,639,430,423,7,74,7,0,1,1,1,1,43,2,46,1,2,101,1,44,43,8,0,0,0,0,2,0,0,0,0,1,8,0,9,27
2006,ראשון לציון,8300,1350,638,348,339,9,39,5,0,0,0,0,7,28,0,9,2,1,79,0,61,49,13,0,0,0,0,0,2,0,0,0,0,6,0,4,34
2006,ראשון לציון,8300,1360,675,406,401,5,59,4,0,0,0,0,6,30,0,7,0,0,116,0,84,42,11,0,0,3,0,1,1,0,0,0,1,8,0,5,23
2006,ראשון לציון,8300,1370,755,380,378,2,39,7,0,0,0,0,0,27,0,10,2,4,104,0,75,53,11,0,0,0,0,0,0,0,0,0,2,5,0,7,32
2006,ראשון לציון,8300,1380,534,299,294,5,37,2,0,0,0,1,0,30,1,8,1,2,92,0,40,35,6,0,0,2,0,0,0,0,0,0,1,3,0,9,24
2006,ראשון לציון,8300,1390,538,324,314,10,50,5,0,2,1,0,1,34,0,11,0,0,83,0,48,38,13,0,0,1,0,0,1,0,0,0,1,9,1,4,11
2006,ראשון לציון,8300,1400,667,480,473,7,74,5,0,0,0,2,1,50,3,21,0,1,146,0,52,63,18,0,0,3,0,0,1,0,0,0,0,5,0,4,24
2006,ראשון לציון,8300,1410,618,384,375,9,52,2,0,0,0,1,6,26,2,18,2,0,116,0,72,46,8,0,0,2,0,0,0,0,1,0,1,5,0,5,10
2006,ראשון לציון,8300,1420,746,435,430,5,60,4,0,0,0,2,2,44,1,16,0,0,107,0,92,49,12,0,0,5,1,0,0,0,0,0,1,3,0,10,21
2006,ראשון לציון,8300,1430,588,356,346,10,42,13,0,0,0,0,2,32,0,33,1,2,77,0,42,33,7,0,0,3,0,0,0,0,0,0,0,3,0,4,52
2006,ראשון לציון,8300,1440,730,373,362,11,26,2,0,0,0,1,3,26,0,7,2,0,99,1,99,48,4,0,0,0,1,0,0,0,0,1,0,5,0,6,31
2006,ראשון לציון,8300,1450,801,448,441,7,65,2,0,0,0,0,3,42,0,20,0,0,110,0,87,53,8,0,0,1,0,1,0,0,0,1,0,5,0,5,38
2006,ראשון לציון,8300,1460,545,313,310,3,44,2,0,0,1,0,9,15,1,21,1,1,73,0,63,34,4,2,0,1,0,1,1,0,0,2,0,3,0,4,27
2006,ראשון לציון,8300,1470,729,449,444,5,56,0,0,0,0,0,5,22,3,15,0,2,114,0,107,52,8,1,0,2,0,1,0,0,0,0,0,5,0,9,42
2006,ראשון לציון,8300,1480,661,366,359,7,56,3,0,0,1,1,0,48,1,6,1,1,93,0,51,44,7,0,0,3,0,1,2,0,0,2,2,5,0,9,22
2006,ראשון לציון,8300,1490,734,437,431,6,62,2,0,0,0,1,0,41,1,10,1,0,168,0,19,61,6,0,0,1,0,0,0,0,0,1,1,5,0,8,43
2006,ראשון לציון,8300,1500,655,438,433,5,76,4,0,0,0,0,0,47,1,11,1,2,173,0,36,32,25,0,0,2,0,0,0,0,0,0,0,4,0,7,12
2006,ראשון לציון,8300,1510,619,390,387,3,83,1,1,0,0,0,2,45,2,14,1,2,100,0,41,43,11,0,0,0,0,0,0,0,0,0,0,5,0,15,21
2006,ראשון לציון,8300,1520,653,450,447,3,88,3,0,0,0,0,1,57,1,10,1,1,148,0,27,42,15,0,0,1,0,0,0,0,1,0,0,9,0,9,33
2006,ראשון לציון,8300,1530,512,268,261,7,44,0,0,0,0,0,0,39,2,7,0,1,99,0,18,22,3,0,0,1,0,0,0,0,0,0,0,2,0,4,19
2006,ראשון לציון,8300,1540,812,514,502,12,79,3,0,0,0,0,0,67,1,18,3,2,150,1,50,62,14,0,0,0,0,0,1,0,0,0,1,5,0,10,35
2006,ראשון לציון,8300,1550,671,425,420,5,60,3,0,0,0,0,1,43,2,10,1,3,159,0,21,60,12,1,0,0,1,0,0,0,0,0,0,4,0,11,28
2006,ראשון לציון,8300,1560,714,418,410,8,56,5,0,0,0,0,0,50,0,10,1,0,149,1,32,60,8,0,0,0,0,1,0,0,0,0,0,5,0,7,25
2006,ראשון לציון,8300,1570,623,426,420,6,72,2,0,0,0,0,0,65,1,11,0,2,160,0,14,42,9,0,0,2,0,0,0,0,0,0,0,5,0,10,25
2006,ראשון לציון,8300,1580,736,503,502,1,95,9,0,0,0,0,0,55,1,9,2,2,200,0,20,44,15,0,0,2,0,0,0,0,0,0,0,6,0,12,30
2006,ראשון לציון,8300,1590,714,512,509,3,96,2,0,0,0,0,0,37,3,15,0,0,218,0,9,51,34,0,0,4,0,0,1,0,0,0,0,16,0,10,13
2006,ראשון לציון,8300,1600,720,422,415,7,79,8,0,0,0,1,1,41,1,3,0,1,132,0,37,50,11,0,0,3,0,0,0,0,0,1,0,8,0,13,25
2006,ראשון לציון,8300,1610,694,450,441,9,63,10,0,0,0,1,0,39,0,23,0,6,120,0,77,51,2,0,0,1,0,0,0,0,0,1,0,3,0,4,40
2006,ראשון לציון,8300,1620,721,390,386,4,59,3,1,0,0,0,3,30,0,9,0,0,142,0,61,33,16,0,0,1,0,0,1,0,0,1,1,4,0,6,15
2006,ראשון לציון,8300,1630,589,330,323,7,28,1,0,0,0,0,2,31,0,6,2,0,100,0,89,31,10,0,0,0,0,1,0,0,0,0,0,4,0,4,14
2006,ראשון לציון,8300,1640,635,368,358,10,35,1,0,0,0,0,6,28,1,7,3,2,96,0,102,26,10,0,0,0,1,0,0,1,0,1,1,12,0,10,15
2006,ראשון לציון,8300,1650,704,381,375,6,49,1,0,0,0,0,3,35,0,16,0,1,95,0,88,40,10,1,0,1,0,0,1,0,0,1,0,3,0,5,25
2006,ראשון לציון,8300,1660,665,368,363,5,52,3,0,0,0,1,6,28,0,24,0,1,114,0,58,35,15,0,0,0,1,0,0,0,0,0,1,3,0,3,18
2006,ראשון לציון,8300,1670,587,332,325,7,64,3,0,0,0,0,0,30,0,26,0,4,109,0,21,17,11,0,0,2,0,0,0,0,0,0,0,4,0,2,32
2006,ראשון לציון,8300,1680,638,455,450,5,40,60,0,0,0,0,0,44,2,14,1,6,106,1,23,39,10,0,0,2,0,0,0,0,0,0,0,1,0,10,91
2006,ראשון לציון,8300,1690,701,386,378,8,36,1,1,0,0,0,5,38,0,20,2,4,124,0,46,66,5,0,0,2,0,0,1,0,0,0,0,1,0,2,24
2006,ראשון לציון,8300,1700,736,448,442,6,80,1,0,0,0,0,0,57,0,9,0,5,107,1,75,63,6,1,0,2,0,0,0,0,0,0,1,5,0,3,26
2006,ראשון לציון,8300,1710,759,519,519,0,55,3,0,1,0,0,0,60,3,18,1,3,217,0,27,63,15,1,0,5,0,0,0,0,0,0,0,7,0,15,25
2006,ראשון לציון,8300,1720,650,461,457,4,58,4,0,0,1,0,1,47,2,7,0,4,201,0,15,44,21,2,0,3,0,1,0,0,0,0,0,12,0,11,23
2006,ראשון לציון,8300,1730,653,438,431,7,75,3,0,0,0,1,0,46,1,15,1,1,149,0,31,43,8,0,0,1,0,0,0,0,0,0,0,8,0,8,40
2006,ראשון לציון,8300,1740,723,504,502,2,71,1,0,0,0,0,1,49,0,19,0,1,228,0,10,53,15,1,0,5,0,0,0,0,0,1,0,3,0,6,38
2006,ראשון לציון,8300,1750,701,469,464,5,72,2,0,0,0,0,1,47,0,11,0,0,195,0,18,47,26,0,0,2,0,0,1,0,0,0,0,9,0,8,25
2006,ראשון לציון,8300,1760,736,537,518,19,92,3,0,0,0,1,1,120,2,7,0,2,185,0,10,52,19,0,0,2,0,0,0,0,0,0,3,2,0,4,13
2006,ראשון לציון,8300,1780,654,387,383,4,75,1,0,0,0,1,2,38,2,11,1,4,130,0,29,53,13,0,0,5,0,0,0,0,0,1,0,4,0,5,8
2006,ראשון לציון,8300,1790,616,328,325,3,54,2,0,0,0,1,5,23,1,8,1,2,77,0,89,29,10,0,0,4,0,0,0,0,0,0,0,8,0,3,8
2006,ראשון לציון,8300,1800,737,510,507,3,88,4,0,0,0,0,0,64,4,25,0,0,222,0,17,47,9,0,0,3,1,0,0,0,0,0,0,5,0,8,10
2006,ראשון לציון,8300,1810,532,397,391,6,73,1,0,0,0,0,0,40,2,18,0,2,153,0,21,34,13,0,0,7,0,0,0,0,0,0,0,1,0,12,14
2006,ראשון לציון,8300,1820,790,540,534,6,82,3,0,0,0,0,0,65,0,29,0,2,205,0,16,56,16,0,0,2,0,0,1,0,0,1,0,16,0,13,27
2006,ראשון לציון,8300,1830,572,369,368,1,58,0,0,0,0,0,1,44,1,19,0,1,150,0,13,36,5,0,0,0,1,1,0,0,0,0,0,2,0,13,23
2006,ראשון לציון,8300,1840,531,268,261,7,24,1,0,0,0,0,21,18,0,12,1,0,48,1,44,25,0,0,0,1,0,0,2,1,2,1,0,1,0,2,56
2006,ראשון לציון,8300,1850,501,326,322,4,51,1,0,0,0,0,0,36,1,10,0,0,132,0,11,44,5,0,0,0,0,0,0,0,0,0,0,5,0,5,21
2006,ראשון לציון,8300,1860,657,477,472,5,87,2,0,0,1,1,0,63,0,9,0,0,181,0,24,42,13,0,0,2,0,0,1,1,0,0,0,2,0,8,35
2006,ראשון לציון,8300,1870,477,327,322,5,55,2,0,0,0,0,0,29,0,10,1,1,124,0,12,45,1,0,0,2,0,0,0,0,0,0,1,2,0,0,37
2006,ראשון לציון,8300,1880,688,463,460,3,86,0,0,0,2,0,0,50,4,11,1,0,173,0,17,52,11,1,0,3,0,0,0,0,0,0,0,7,0,3,39
2006,ראשון לציון,8300,1890,509,349,345,4,55,2,0,0,0,0,0,28,0,13,0,0,141,0,41,30,7,1,0,4,0,0,0,0,0,0,0,0,0,8,15
2006,ראשון לציון,8300,1900,775,499,495,4,88,1,0,0,0,0,1,56,1,13,0,2,213,0,23,50,10,1,0,2,0,0,0,0,0,0,0,2,0,6,26
2006,ראשון לציון,8300,1910,668,428,427,1,92,2,0,0,0,1,0,56,1,16,1,2,133,0,26,54,7,0,0,0,0,0,0,0,0,1,0,10,0,9,16
2006,ראשון לציון,8300,1920,518,313,309,4,54,3,0,0,0,0,1,43,1,9,0,2,102,0,21,29,14,1,0,1,0,1,0,0,0,0,0,10,0,8,9
2006,ראשון לציון,8300,1930,508,308,301,7,56,2,0,0,2,0,0,21,0,9,1,1,98,0,38,35,12,1,0,1,1,0,1,0,0,0,1,4,0,9,8
